"ID","Symbol","Security","Wikipedia_URL","Intro"
"370","PCG","PG&E Corporation","https://en.wikipedia.org/wiki/PG%26E","The Pacific Gas and Electric Company (PG&E) is an American investor-owned utility (IOU). The company is headquartered at Kaiser Center, in Oakland, California. PG&E provides natural gas and electricity to 5.2 million households in the northern two-thirds of California, from Bakersfield and northern Santa Barbara County, almost to the Oregon and Nevada state lines."
"371","PM","Philip Morris International","https://en.wikipedia.org/wiki/Philip_Morris_International","Philip Morris International Inc. (PMI) is a tobacco company, with products sold in over 180 countries. Marlboro is PMI’s most recognized brand, but in the last quarter of 2023, Iqos generated the greatest revenue. Philip Morris International is often referred to as one of the companies comprising Big Tobacco. The company ranked No. 121 in the 2025 Fortune 500 list of the largest US corporations by total revenue."
"372","PSX","Phillips 66","https://en.wikipedia.org/wiki/Phillips_66","The Phillips 66 Company is an American multinational energy company headquartered in Westchase, Houston, Texas. Its name, dating back to 1927 as a trademark of the Phillips Petroleum Company, assisted in establishing the newly reconfigured Phillips 66. The company today was formed ten years after Phillips merged with Conoco to form ConocoPhillips. The merged company spun off its refining, chemical, and retail assets – known in the oil industry as downstream operations – into a new company bearing the Phillips 66 name. It began trading on the New York Stock Exchange on May 1, 2012, under the ticker PSX."
"373","PNW","Pinnacle West Capital","https://en.wikipedia.org/wiki/Pinnacle_West_Capital","Pinnacle West Capital Corporation is an American utility holding company that owns Arizona Public Service (APS). It is publicly traded on the New York Stock exchange and a component of the S&P 500 stock market index. APS is the largest utility company in Arizona and is regulated by the Arizona Corporation Commission (ACC)."
"374","PNC","PNC Financial Services","https://en.wikipedia.org/wiki/PNC_Financial_Services","The PNC Financial Services Group, Inc. is an American bank holding company and financial services corporation based in Pittsburgh, Pennsylvania. Its banking subsidiary, PNC Bank, operates in 27 states and the District of Columbia, with 2,629 branches and 9,523 ATMs. PNC Bank is one of the largest banks in the US by assets and is one of the largest banks by number of branches, deposits, and number of ATMs."
"375","POOL","Pool Corporation","https://en.wikipedia.org/wiki/Pool_Corporation","Pool Corporation, doing business as POOLCORP, is the largest distributor of supplies, equipment, and machinery for swimming pools worldwide. The company is organized in Delaware and headquartered in Covington, Louisiana. It serves approximately 125,000 customers and operates 439 sales centers in North America, Europe and Australia. The company receives over half of its revenue from the California, Texas, Florida, and Arizona markets and has benefited from population shifts to warmer climates. In 2023, the company received 62% of its revenue from maintenance and minor repair products, 24% of its revenue from products used in pool renovations, and 14% of its revenue from products used in pool construction."
"376","PPG","PPG Industries","https://en.wikipedia.org/wiki/PPG_Industries","PPG Industries, Inc. is an American Fortune 500 company and global supplier of paints, coatings, and specialty materials. With headquarters in Pittsburgh, Pennsylvania, PPG operates in more than 70 countries around the globe. By revenue it is the second largest coatings company in the world behind Sherwin-Williams. It is headquartered in PPG Place, an office and retail complex in downtown Pittsburgh, and is known for its glass facade designed by Postmodern architect Philip Johnson."
"377","PPL","PPL Corporation","https://en.wikipedia.org/wiki/PPL_Corporation","PPL Corporation is an energy company headquartered in Allentown, Pennsylvania in the Lehigh Valley region of eastern Pennsylvania. The company is publicly traded on the New York Stock Exchange as NYSE: PPL and is part of the S&P 500. As of 2022, the company had $7.9 billion in revenue, 6,500 employees, over $37 billion in assets, and serves 3.6 million customers."
"378","PFG","Principal Financial Group","https://en.wikipedia.org/wiki/Principal_Financial_Group","Principal Financial Group, Inc. (PFG) is an American global financial investment management and insurance company headquartered in Des Moines, Iowa, United States."
"379","PG","Procter & Gamble","https://en.wikipedia.org/wiki/Procter_%26_Gamble","The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, and incorporated in Ohio."
"380","PGR","Progressive Corporation","https://en.wikipedia.org/wiki/Progressive_Corporation","The Progressive Corporation is an American insurance company. Progressive is currently the #2 auto insurer in the United States behind State Farm. The company was co-founded in 1937 by Jack Green and Joseph M. Lewis, and is headquartered in Mayfield, Ohio. The company insures passenger vehicles, motorcycles, recreational vehicles (RVs), trailers, boats, personal water craft (PWC), and commercial vehicles. Progressive also provides home, life, pet, and other types of insurance through select companies."
"381","PLD","Prologis","https://en.wikipedia.org/wiki/Prologis","Prologis, Inc. is a real estate investment trust headquartered in San Francisco, California that invests in logistics facilities. The company was formed through the merger of AMB Property Corporation and Prologis in June 2011, which made Prologis the largest industrial real estate company in the world. As of 2025, the company operates more than 15,000 land acres and over 6,000 buildings comprising about 1.3 billion square feet in 20 countries across North America, Latin America, Europe, and Asia. According to The Economist, its business strategy is focused on warehouses that are located close to huge urban areas where land is scarce. It serves about 6,600 tenants. Prologis began to expand its non-real estate business, Essentials, in 2018, offering customers solar power, racking systems, forklifts, generators, EV charging infrastructure, and other logistics tech equipment for purchase."
"382","PRU","Prudential Financial","https://en.wikipedia.org/wiki/Prudential_Financial","Prudential Financial, Inc. is an American financial services company whose subsidiaries provide insurance, retirement planning, investment management, and other products and services to both retail and institutional customers throughout the United States and in over 40 other countries. In 2019, Prudential was the largest insurance provider in the United States with $815.1 billion in total assets. The company is included in the Fortune Global 500 and Fortune 500 rankings."
"383","PEG","Public Service Enterprise Group","https://en.wikipedia.org/wiki/Public_Service_Enterprise_Group","The Public Service Enterprise Group, Inc. (PSEG) is a publicly traded energy company based in Newark, New Jersey, where it has been based since its founding. It was founded in 1985, with its roots tracing back to 1903."
"384","PTC","PTC Inc.","https://en.wikipedia.org/wiki/PTC_(software_company)","PTC Inc. is an American computer software and services company founded in 1985 and headquartered in Boston, Massachusetts. The company was a pioneer in parametric, associative feature-based, solid computer-aided design (CAD) modeling software in 1988, including an Internet-based product for Product Lifecycle Management (PLM) in 1998. PTC markets products and services and an Internet of Things (IoT) and augmented reality (AR) platform for partners and developers."
"385","PSA","Public Storage","https://en.wikipedia.org/wiki/Public_Storage","Public Storage, headquartered in Glendale, California, is a real estate investment trust that invests in self storage. It is the largest brand of self-storage services in the US and owns approximately 9% of the self storage square footage in the U.S. As of December 31, 2024, the company operated 3,073 self-storage facilities containing an aggregate of 221 million net rentable square feet of space. The company also provides insurance services for tenants and manages 307 self storage facilities for other owners."
"386","PHM","PulteGroup","https://en.wikipedia.org/wiki/PulteGroup","PulteGroup, Inc. is an American residential home-construction company based in Atlanta, Georgia, United States. As of 2023, the company is the third-largest home-construction company in the United States based on the number of homes closed. In total, the company has built over 775,000 homes."
"387","PWR","Quanta Services","https://en.wikipedia.org/wiki/Quanta_Services","Quanta Services is a U.S. corporation that provides infrastructure services for the electric power, pipeline, industrial and communications industries. Its capabilities include planning, design, installation, program management, maintenance and repair of most types of network infrastructure. The company has grown organically since its founding, but it has also acquired over 150 companies in the electrical contracting industry. It has provided its services and expertise to many major electrical transmission construction projects,"
"388","QCOM","Qualcomm","https://en.wikipedia.org/wiki/Qualcomm","Qualcomm Incorporated is an American multinational corporation headquartered in San Diego, California, and incorporated in Delaware. It creates semiconductors, software and services related to wireless technology. It owns patents critical to the 5G, 4G, CDMA2000, TD-SCDMA and WCDMA mobile communications standards."
"389","DGX","Quest Diagnostics","https://en.wikipedia.org/wiki/Quest_Diagnostics","Quest Diagnostics Incorporated is an American clinical laboratory. A Fortune 500 company, Quest operates in the United States, Puerto Rico, Mexico, and Brazil. Quest also maintains collaborative agreements with various hospitals and clinics across the globe."
"390","RL","Ralph Lauren Corporation","https://en.wikipedia.org/wiki/Ralph_Lauren_Corporation","Ralph Lauren Corporation is a publicly traded American fashion and lifestyle brand founded in 1967 by Ralph Lauren in New York City. The company markets products in apparel, home, accessories, and fragrances, and is most known for its flagship brand, Polo Ralph Lauren. The company's brands include mid-range, sub-premium, and premium labels up to its highest priced luxury Ralph Lauren Purple Label apparel."
"391","RJF","Raymond James Financial","https://en.wikipedia.org/wiki/Raymond_James_Financial","Raymond James Financial, Inc. is an American multinational independent investment bank and financial services company providing financial services to individuals, corporations, and municipalities through its subsidiary companies that engage primarily in investment and financial planning, in addition to investment banking and asset management. The company is headquartered in St. Petersburg, Florida."
"392","RTX","RTX Corporation","https://en.wikipedia.org/wiki/RTX_Corporation","RTX Corporation, formerly Raytheon Technologies Corporation, is an American multinational aerospace and defense conglomerate headquartered in Arlington, Virginia. It is one of the largest aerospace and defense manufacturers in the world by revenue and market capitalization, as well as one of the largest providers of intelligence services. In 2023, the company's seat in Forbes Global 2000 was 79. Through its business units Collins Aerospace, Pratt & Whitney and Raytheon, RTX manufactures aircraft engines, avionics, aerostructures, cybersecurity solutions, guided missiles, air defense systems, satellites, and drones. The company is a large military contractor, getting much of its revenue from the U.S. government."
"393","O","Realty Income","https://en.wikipedia.org/wiki/Realty_Income","Realty Income Corporation is a real estate investment trust that invests in free-standing, single-tenant commercial properties in the United States, the United Kingdom, and six other countries in Europe. These properties are subject to NNN Leases. The company is organized in Maryland with its headquarters in San Diego, California."
"394","REG","Regency Centers","https://en.wikipedia.org/wiki/Regency_Centers","Regency Centers Corporation is a real estate investment trust based in Jacksonville, Florida and is one of the largest operators of shopping centers with grocery stores as anchor tenants. As of October 21, 2020, the company owned 415 properties comprising 56-million-square feet of space. Notable properties owned by the company include Serramonte Center and a 30% interest in Village District."
"395","REGN","Regeneron Pharmaceuticals","https://en.wikipedia.org/wiki/Regeneron_Pharmaceuticals","Regeneron Pharmaceuticals, Inc. is an American biotechnology company headquartered in Westchester County, New York. The company was founded in 1988. Originally focused on neurotrophic factors and their regenerative capabilities, giving rise to its present name; the company has since expanded operations into the study of both cytokine and tyrosine kinase receptors, which gave rise to their first product, which is a VEGF-trap."
"396","RF","Regions Financial Corporation","https://en.wikipedia.org/wiki/Regions_Financial_Corporation","Regions Financial Corporation is an American bank holding company headquartered in the Regions Center in Birmingham, Alabama. The company provides retail and commercial banking, trust, stock brokerage, and mortgage services. Its banking subsidiary, Regions Bank, operates about 2,000 automated teller machines and 1,300 branches in 15 states in the Southern and Midwestern United States."
"397","RSG","Republic Services","https://en.wikipedia.org/wiki/Republic_Services","Republic Services, Inc. is a North American waste disposal company whose services include non-hazardous solid waste collection, waste transfer, waste disposal, recycling, and energy services. It is the second largest provider of waste disposal in the United States after Waste Management. Its operations primarily consist of providing collection, transfer, and disposal of non-hazardous solid waste, recovering and recycling of certain materials, and energy services. The company is 35.1% owned by Bill Gates's Cascade Investment."
"398","RMD","ResMed","https://en.wikipedia.org/wiki/ResMed","ResMed Inc. is a medical equipment company based in San Diego, California, and founded in Australia. It primarily provides cloud-connectable medical devices for the treatment of sleep apnea, chronic obstructive pulmonary disease (COPD), and other respiratory conditions. Resmed produced hundreds of thousands of ventilators and bilevel devices to help treat the respiratory symptoms of patients with COVID-19. Resmed also provides software to out-of-hospital care agencies to streamline transitions of care into and between these care settings for seniors and their care providers."
"399","RVTY","Revvity","https://en.wikipedia.org/wiki/Revvity","Revvity, Inc. is an American company in the life sciences and diagnostics business that is focused on selling to the pharmaceutical and biotechnology industries, especially in relation to approaches making use of new cell therapy or gene therapy developments. Its origins lie with the long-existing company PerkinElmer, which has been in a variety of business lines."
"400","HOOD","Robinhood Markets","https://en.wikipedia.org/wiki/Robinhood_Markets","Robinhood Markets, Inc. is an American financial services company based in Menlo Park, California. It provides an electronic trading platform that facilitates trades of stocks, exchange-traded funds, options, index options, futures contracts, outcomes on prediction markets, and cryptocurrency. It also offers cryptocurrency wallets, wealth management, credit cards and other banking services, some in partnership with banks insured by the FDIC, as well as a news website, Sherwood.News. The company's revenue comes from payment for order flow and commissions on options, cryptocurrency, equities, and other products such as futures and event contracts ; net interest income, and other sources. The company has 27.4 million funded customers and $279 billion in assets under custody. Its platform is available in the U.S., the UK, and, for trading cryptocurrency and tokenized stocks and ETFs only, in the European Union. Approximately 2 billion option contracts are traded annually on the Robinhood platform."
"401","ROK","Rockwell Automation","https://en.wikipedia.org/wiki/Rockwell_Automation","Rockwell Automation, Inc. is an American provider of industrial automation and digital transformation technologies headquartered in Milwaukee, Wisconsin. Its brands include Allen-Bradley, FactoryTalk software and LifecycleIQ Services. Rockwell Automation employs approximately 27,000 people and has customers in more than 100 countries worldwide."
"402","ROL","Rollins, Inc.","https://en.wikipedia.org/wiki/Rollins,_Inc.","Rollins, Inc. is a North American pest control company serving residential and commercial clients. Operating globally through its wholly owned subsidiaries, Orkin, Inc., PCO Services, HomeTeam Pest Defense, Western Pest Services, Industrial Fumigant Company, TruTech, Critter Control, Crane, Waltham, OPC Services, PermaTreat, Northwest Exterminating, McCall Service and Clark Pest Control, as well UK subsidiaries Integrated Pest Management Limited, Safeguard Pest Control, NBC Environment, Europest Environmental Services, Guardian Pest Control, Ames, Kestrel and Beaver Pest Control, with Australian subsidiaries Allpest, Scientific Pest Control, Murray Pest Control and Statewide Pest Control, and Singapore subsidiary Aardwolf Pestkare, the company provides pest control services and protection against termite damage, rodents and insects to over 2.8 million customers in the US, Canada, United Kingdom, Mexico, Central America, the Caribbean, the Middle East and Asia from over 800 locations."
"403","ROP","Roper Technologies","https://en.wikipedia.org/wiki/Roper_Technologies","Roper Technologies, Inc. is a holding company that owns companies in the technology sector."
"404","ROST","Ross Stores","https://en.wikipedia.org/wiki/Ross_Stores","Ross Stores, Inc., operating under the brand name Ross Dress for Less, is an American chain of discount department stores headquartered in Dublin, California. It is the largest off-price retailer in the U.S.; as of July 2024, Ross operates 1,795 stores in 43 U.S. states, Washington, D.C. Puerto Rico and Guam, covering much of the country, but with no presence in New England and Alaska. The company also operates DD's Discounts, a discount department store chain with over 353 locations across the United States, most of which are located in Sun Belt states."
"405","RCL","Royal Caribbean Group","https://en.wikipedia.org/wiki/Royal_Caribbean_Group","Royal Caribbean Group, formerly known as Royal Caribbean Cruises Ltd., is a cruise holding company headquartered in Miami, Florida, United States and incorporated in Liberia. It is the world's second-largest cruise line operator, after Carnival Corporation & plc. As of September 2025, Royal Caribbean Group fully owns three cruise lines: Royal Caribbean International, Celebrity Cruises, and Silversea Cruises. It also holds a 50% stake in TUI Cruises, which operates Mein Schiff and Hapag-Lloyd Cruises, with the Group's global fleet consisting of 68 ships."
"406","SPGI","S&P Global","https://en.wikipedia.org/wiki/S%26P_Global","S&P Global Inc. is an American publicly traded corporation headquartered in Manhattan, New York City. Its primary areas of business are financial information and analytics. It is the parent company of S&P Global Ratings, S&P Global Market Intelligence, S&P Global Mobility, S&P Global Sustainable1, and S&P Global Commodity Insights, CRISIL. It is also the majority owner of the S&P Dow Jones Indices joint venture. ""S&P"" is a shortening of ""Standard and Poor's""."
"407","CRM","Salesforce","https://en.wikipedia.org/wiki/Salesforce","Salesforce, Inc. is an American cloud-based software company headquartered in San Francisco, California. It provides applications focused on sales, customer service, marketing automation, e-commerce, analytics, artificial intelligence, agentic AI, and application development."
"408","SBAC","SBA Communications","https://en.wikipedia.org/wiki/SBA_Communications","SBA Communications Corporation is a real estate investment trust which owns and operates wireless infrastructure in the United States, Canada, Central America, South America, and South Africa. It was founded in 1989 as Steven Bernstein and Associates by Steven Bernstein."
"409","SLB","Schlumberger","https://en.wikipedia.org/wiki/Schlumberger","Schlumberger, doing business as SLB, is a global multinational oilfield services company. Founded in France in 1926, the company is now incorporated as Schlumberger NV in Willemstad, Curaçao, with principal executive offices in Houston, Texas. As of 2022, it is both the world's largest offshore drilling company and the world's largest offshore drilling contractor by revenue."
"410","STX","Seagate Technology","https://en.wikipedia.org/wiki/Seagate_Technology","Seagate Technology Holdings plc is an American data storage company. It was incorporated in 1978 as Shugart Technology and commenced business in 1979. Since 2010, the company has been incorporated in Dublin, Ireland, with operational headquarters in Fremont, California, United States."
"411","SRE","Sempra","https://en.wikipedia.org/wiki/Sempra","Sempra is a North American public utility holding company based in San Diego, California. The company is one of the largest utility holding companies in the United States with nearly 40 million consumers. Sempra's focus is on electric and natural gas infrastructure and its operating companies include: Southern California Gas Company (SoCalGas) and San Diego Gas & Electric (SDGE) in Southern California; Oncor Electric Delivery Company in Texas; and Sempra Infrastructure, with offices in California and Texas."
"412","NOW","ServiceNow","https://en.wikipedia.org/wiki/ServiceNow","ServiceNow, Inc. is an American software company based in Santa Clara, California, that supplies a cloud computing platform for the creation and management of automated business workflows. The company was founded in 2003 by Fred Luddy and is listed on the New York Stock Exchange and is a constituent of the S&P 100 and S&P 500 indices. In 2018, Forbes magazine named it number one on its list of the world's most innovative companies."
"413","SHW","Sherwin-Williams","https://en.wikipedia.org/wiki/Sherwin-Williams","Sherwin-Williams is an American paints and coatings company based in Cleveland, Ohio. It is primarily engaged in the manufacture, distribution, and sale of paints, coatings, floorcoverings, and related products with operations in over 120 countries. As of 2024, it is the largest coatings company in the world by revenue."
"414","SPG","Simon Property Group","https://en.wikipedia.org/wiki/Simon_Property_Group","Simon Property Group, Inc. is an American real estate investment trust that invests in shopping malls, outlet centers, and community/lifestyle centers. It is the largest owner of shopping malls in the United States and is headquartered in Indianapolis, Indiana. As of December 31, 2024, it owned interests in 232 properties."
"415","SWKS","Skyworks Solutions","https://en.wikipedia.org/wiki/Skyworks_Solutions","Skyworks Solutions, Inc. is an American semiconductor company headquartered in Irvine, California, United States. The company's shares are listed on the Nasdaq Global Select Market under the ticker symbol SWKS and is a constituent of the S&P 500."
"416","SJM","J.M. Smucker Company (The)","https://en.wikipedia.org/wiki/The_J.M._Smucker_Company","The J.M. Smucker Company, also known as Smuckers, is an American manufacturer of food and beverage products. Headquartered in Orrville, Ohio, the company was founded in 1897 as a maker of apple butter. J.M. Smucker currently has three major business units: consumer foods, pet foods, and coffee. Its flagship brand, Smucker's, produces fruit preserves, peanut butter, syrups, frozen crustless sandwiches, and ice cream toppings."
"417","SW","Smurfit Westrock","https://en.wikipedia.org/wiki/Smurfit_Westrock","Smurfit Westrock plc is an Irish company based in Dublin, Ireland that manufactures corrugated and paper-based packaging. Its stock is listed on the New York Stock Exchange and the London Stock Exchange."
"418","SNA","Snap-on","https://en.wikipedia.org/wiki/Snap-on","Snap-on Incorporated is an American designer, manufacturer, and marketer of high-end tools and equipment for professional use in the transportation industry, including the automotive, heavy duty, equipment, marine, aviation, and railroad industries. Headquartered in Kenosha, Wisconsin, since 1930, Snap-on also distributes lower-end tools under the brand name Blue-Point. Their primary competitors include Matco, Mac Tools, and Cornwell Tools."
"419","SOLV","Solventum","https://en.wikipedia.org/wiki/Solventum","Solventum Corporation is an American health care company that was spun off from 3M on April 1, 2024."
"420","SO","Southern Company","https://en.wikipedia.org/wiki/Southern_Company","Southern Company is an American gas and electric utility holding company based in the Southern United States. It is headquartered in Atlanta, Georgia, with executive offices located in Birmingham, Alabama. As of 2021 it is the second largest utility company in the U.S. in terms of customer base. Through its subsidiaries it serves 9 million gas and electric utility customers in 6 states. Southern Company's regulated regional electric utilities serve a 120,000-square-mile (310,000 km2) territory with 27,000 miles (43,000 km) of distribution lines."
"421","LUV","Southwest Airlines","https://en.wikipedia.org/wiki/Southwest_Airlines","Southwest Airlines Co., or simply Southwest, is a major airline in the United States that formerly operated on a low-cost carrier model. It is headquartered in the Love Field neighborhood of Dallas, Texas. It is the fourth-largest airline in North America when measured by passengers carried, as of 2023. With its all-Boeing 737 fleet, Southwest serves over 100 destinations in 42 states, Washington, D.C., Puerto Rico, and ten other countries near the southern United States in the Gulf of Mexico and Caribbean Sea regions: Aruba, the Bahamas, Belize, the Cayman Islands, Costa Rica, Cuba, the Dominican Republic, Mexico, Jamaica, and Turks and Caicos."
"422","SWK","Stanley Black & Decker","https://en.wikipedia.org/wiki/Stanley_Black_%26_Decker","Stanley Black & Decker, Inc., formerly known as The Stanley Works, is an American manufacturer of industrial tools and household hardware, and a provider of security products. Headquartered in the Greater Hartford city of New Britain, Connecticut, Stanley Black & Decker is the result of the merger of The Stanley Works and Black & Decker on March 12, 2010."
"423","SBUX","Starbucks","https://en.wikipedia.org/wiki/Starbucks","Starbucks Corporation is an American multinational chain of coffeehouses and roastery reserves headquartered in Seattle, Washington. It was founded in 1971 by Jerry Baldwin, Zev Siegl, and Gordon Bowker at Seattle's Pike Place Market initially as a coffee bean wholesaler. Starbucks was converted into a coffee shop serving espresso-based drinks under the ownership of Howard Schultz, who was chief executive officer from 1986 to 2000 and led the aggressive expansion of the franchise across the West Coast of the United States."
"424","STT","State Street Corporation","https://en.wikipedia.org/wiki/State_Street_Corporation","State Street Corporation is an American multinational financial services and bank holding company headquartered at One Congress Street in Boston. It is the second-oldest continuously operating U.S. bank, tracing its roots to Union Bank, chartered in 1792. As of the third quarter of 2025, State Street is one of the world's largest asset managers and custodians, with approximately US$5.4 trillion in assets under management and US$51.7 trillion under custody and administration."
"425","STLD","Steel Dynamics","https://en.wikipedia.org/wiki/Steel_Dynamics","Steel Dynamics, Inc. (SDI) is an American steel producer based in Fort Wayne, Indiana. With a production capacity of 13 million tons of steel, the company is the third largest producer of carbon steel products in the United States. It is among the most profitable American steel companies in terms of profit margins and operating margin per ton. Based on its 2021 revenue, the company ranked 196th on the 2022 edition of the Fortune 500."
"426","STE","Steris","https://en.wikipedia.org/wiki/Steris","Steris plc is an American-Irish-based medical equipment company specializing in sterilization and surgical products for the US healthcare system. Steris is operationally headquartered in Mentor, Ohio, but has been legally registered since 2018 in Dublin, Ireland for tax purposes; it was previously registered in the United Kingdom from 2014 to 2018. Steris is quoted on the NYSE, and is a constituent of the S&P 500 Index."
"427","SYK","Stryker Corporation","https://en.wikipedia.org/wiki/Stryker_Corporation","Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. The company's products are used for medical surgery and neurotechnology, which include surgical equipment, patient and caregiver safety technologies, endoscopy systems, and patient handling, emergency medical equipment, and intensive care disposable products, as well as neurosurgical, neurovascular and oral and maxillofacial surgery implant products; and orthopedic surgery, which includes implants used in total joint replacements, such as hip, knee and shoulder, and trauma and extremities surgeries. Stryker's products are sold in over 75 countries and are used by 150 million patients annually. In 2024, 75% of the company's revenues came from the United States."
"428","SMCI","Supermicro","https://en.wikipedia.org/wiki/Supermicro","Super Micro Computer, Inc., doing business as Supermicro, is an American information technology company based in San Jose, California. The company is one of the largest producers of high-performance and high-efficiency servers, while also providing server management software, and storage systems for various markets, including enterprise data centers, cloud computing, artificial intelligence, 5G, and edge computing. Supermicro was founded on November 1, 1993, and has manufacturing operations in Silicon Valley, the Netherlands, and in Taiwan at its Science and Technology Park."
"429","SYF","Synchrony Financial","https://en.wikipedia.org/wiki/Synchrony_Financial","Synchrony Financial is an American consumer financial services company with its headquarters in Stamford, Connecticut, United States. The company offers consumer financing products, including credit, promotional financing and loyalty programs, installment lending to industries and consumers through Synchrony Bank, its wholly owned online bank subsidiary."
"430","SNPS","Synopsys","https://en.wikipedia.org/wiki/Synopsys","Synopsys, Inc. is an American multinational electronic design automation (EDA) company headquartered in Sunnyvale, California, that focuses on design and verification of silicon chips, electronic system-level design and verification, and reusable components. Synopsys supplies tools and services to the semiconductor design and manufacturing industry. Products include tools for implementation of digital and analog circuits, simulators, and debugging environments that assist in the design of chips and computer systems. In 2024, Synopsys was listed as the 12th largest software company in the world."
"431","SYY","Sysco","https://en.wikipedia.org/wiki/Sysco","Sysco is an American multinational corporation that sells, markets, and distributes food products to restaurants, healthcare and educational facilities, sports stadiums, and other venues that serve food. It also sells foodservice supplies and equipment. The company is headquartered in the Energy Corridor district of Houston, Texas."
"432","TMUS","T-Mobile US","https://en.wikipedia.org/wiki/T-Mobile_US","T-Mobile US, Inc. is an American wireless network operator headquartered in Bellevue, Washington. Its majority shareholder and namesake is the German telecommunications company Deutsche Telekom. T-Mobile is the second largest wireless carrier in the United States, with 140 million subscribers as of September 30, 2025."
"433","TROW","T. Rowe Price","https://en.wikipedia.org/wiki/T._Rowe_Price","T. Rowe Price Group, Inc. is an American publicly owned global investment management firm that offers funds, subadvisory services, separate account management, and retirement plans and services for individuals, institutions, and financial intermediaries. The firm has assets under management of more than $1.51 trillion and annual revenues of $6.48 billion as of 2023, placing it 537 on the Fortune 1000 list of the largest U.S. companies. Headquartered at 100 East Pratt Street in Baltimore, Maryland, it has 7,868 employees across 17 international offices serving clients in 55 countries."
"434","TTWO","Take-Two Interactive","https://en.wikipedia.org/wiki/Take-Two_Interactive","Take-Two Interactive Software, Inc. is an American video game holding company based in New York City founded by Ryan Brant in September 1993."
"435","TPR","Tapestry, Inc.","https://en.wikipedia.org/wiki/Tapestry,_Inc.","Tapestry, Inc. is an American multinational fashion holding company. It is based in New York City and is the parent company of two major brands: Coach New York and Kate Spade New York. Originally named Coach, Inc., the business changed its name to Tapestry on October 31, 2017."
"436","TRGP","Targa Resources","https://en.wikipedia.org/wiki/Targa_Resources","Targa Resources Corp. is a Fortune 500 company based in Houston, Texas. Targa, a midstream energy infrastructure corporation, is one of the largest infrastructure companies delivering natural gas and natural gas liquids in the United States. Their operations are based largely, though not entirely, on the Gulf Coast, particularly in Texas and Louisiana. Matthew J. Meloy has been Chief Executive Officer since 2020."
"437","TGT","Target Corporation","https://en.wikipedia.org/wiki/Target_Corporation","Target Corporation, doing business as Target, is an American retail corporation headquartered in Minneapolis, Minnesota. Target operates retail stores. It is the seventh-largest retailer in the United States and is a component of the S&P 500 Index."
"438","TEL","TE Connectivity","https://en.wikipedia.org/wiki/TE_Connectivity","TE Connectivity plc is an American-Irish domiciled technology company that designs and manufactures electrical and electronic components. It serves several industries, including automotive, aerospace, defense, medical, and energy."
"439","TDY","Teledyne Technologies","https://en.wikipedia.org/wiki/Teledyne_Technologies","Teledyne Technologies Incorporated is an American industrial conglomerate. It was founded in 1960, as Teledyne, Inc. by Henry Singleton and George Kozmetsky."
"440","TER","Teradyne","https://en.wikipedia.org/wiki/Teradyne","Teradyne, Inc. is an American automatic test equipment (ATE) designer and manufacturer based in North Reading, Massachusetts. Its high-profile customers include Samsung, Qualcomm, Intel, Analog Devices, Texas Instruments and IBM."
"441","TSLA","Tesla, Inc.","https://en.wikipedia.org/wiki/Tesla,_Inc.","Tesla, Inc., is an American multinational automotive and clean energy company. Headquartered in Austin, Texas, it designs, manufactures and sells battery electric vehicles (BEVs), stationary battery energy storage devices from home to grid-scale, solar panels and solar shingles, and related products and services."
"442","TXN","Texas Instruments","https://en.wikipedia.org/wiki/Texas_Instruments","Texas Instruments Incorporated (TI) is an American multinational semiconductor company headquartered in Dallas, Texas. It is one of the top 10 semiconductor companies worldwide based on sales volume. The company's focus is on developing analog chips and embedded processors, which account for more than 80% of its revenue. TI also produces digital light processing (DLP) technology and education technology products including calculators, microcontrollers, and multi-core processors."
"443","TPL","Texas Pacific Land Corporation","https://en.wikipedia.org/wiki/Texas_Pacific_Land_Corporation","The Texas Pacific Land Corporation is a publicly traded real estate operating company with its administrative office in Dallas, Texas. Owning over 880,000 acres (3,600 km2) in 20 West Texas counties, TPL is among the largest private landowners in the state of Texas. It was previously organized as a publicly traded trust taxed as a corporation, and operated under the name Texas Pacific Land Trust."
"444","TXT","Textron","https://en.wikipedia.org/wiki/Textron","Textron Inc. is an American industrial conglomerate based in Providence, Rhode Island. Textron's subsidiaries include Bell Textron, Kautex, Textron Aviation, and Lycoming Engines. It was founded by Royal Little in 1923 as the Special Yarns Company. In 2020, Textron employed over 33,000 people in 25 countries.
The company ranked 265th on the 2021 Fortune 500 of the largest United States corporations by revenue."
"445","TMO","Thermo Fisher Scientific","https://en.wikipedia.org/wiki/Thermo_Fisher_Scientific","Thermo Fisher Scientific Inc. is an American life science and clinical research company. It is a global supplier of analytical instruments, clinical development solutions, specialty diagnostics, laboratory, pharmaceutical and biotechnology services. Based in Waltham, Massachusetts, Thermo Fisher was formed through the merger of Thermo Electron and Fisher Scientific in 2006. Thermo Fisher Scientific has acquired other reagent, consumable, instrumentation, and service providers, including Life Technologies Corporation (2013), Alfa Aesar (2015), Affymetrix (2016), FEI Company (2016), BD Advanced Bioprocessing (2018), and PPD (2021)."
